Date,Channel,Sessions,Users,EngagementTime,PagesPerSession,Hour,SessionID,EngagedSession,1. Trends in Sessions and Users Over Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Social,1,1,352.7607241,7.1,11,S0913,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0394,0,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Organic,4,1,594.5007027,5.9,23,S0914,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0402,1,,,,,,,,,,,,,,,,,,,,,,,
25-05-2025,Referral,1,3,456.4707986,5.3,1,S0915,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0404,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Referral,4,2,270.9533452,9.3,20,S0916,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0417,1,,,,,,,,,,,,,,,,,,,,,,,
11-05-2025,Organic,2,2,427.36423,1.7,7,S0917,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0421,1,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Organic,3,1,239.6459783,3.5,17,S0918,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0422,0,,,,,,,,,,,,,,,,,,,,,,,
01-05-2025,Social,2,2,145.0365229,4.1,15,S0919,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0432,1,,,,,,,,,,,,,,,,,,,,,,,
23-04-2025,Organic,4,3,362.1426074,8,4,S0920,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0434,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Social,3,1,557.6274379,9.9,21,S0921,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0439,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Social,4,3,558.1923168,3.2,12,S0922,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0444,1,,,,,,,,,,,,,,,,,,,,,,,
04-05-2025,Organic,3,1,211.7241141,8.9,18,S0923,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0445,1,,,,,,,,,,,,,,,,,,,,,,,
27-04-2025,Paid,3,1,321.3297051,8.5,2,S0924,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0451,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Paid,3,1,134.8651802,3,7,S0925,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0453,1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Social,3,1,597.4223546,4.6,11,S0926,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0455,1,,,,,,,,,,,,,,,,,,,,,,,
13-05-2025,Organic,4,2,588.8595656,4.7,1,S0927,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0469,0,,,,,,,,,,,,,,,,,,,,,,,
27-04-2025,Paid,3,3,393.2102685,9.8,10,S0928,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0480,1,,,,,,,,,,,,,,,,,,,,,,,
30-05-2025,Organic,3,3,484.6042952,2.6,11,S0929,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0487,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Organic,2,3,431.9090952,8.2,17,S0930,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0495,1,,,,,,,,,,,,,,,,,,,,,,,
20-04-2025,Organic,1,1,359.9633492,4,12,S0931,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0504,1,,,,,,,,,,,,,,,,,,,,,,,
02-05-2025,Email,1,2,41.47531822,7.6,4,S0932,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0507,0,,,,,,,,,,,,,,,,,,,,,,,
04-06-2025,Organic,2,3,278.3109621,4.8,21,S0933,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0512,1,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Email,2,2,408.1239183,6.2,11,S0934,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0519,1,,,,,,,,,,,,,,,,,,,,,,,
31-05-2025,Social,4,1,409.7436522,8.5,1,S0935,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0527,1,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Paid,4,3,230.1423449,8.2,4,S0936,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0528,1,,,,,,,,,,,,,,,,,,,,,,,
16-04-2025,Paid,4,2,565.5982721,8.8,6,S0937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0531,1,,,,,,,,,,,,,,,,,,,,,,,
24-04-2025,Paid,2,1,108.740649,1.5,23,S0938,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0555,1,,,,,,,,,,,,,,,,,,,,,,,
09-06-2025,Paid,2,2,305.2120733,7.2,11,S0939,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0556,1,,,,,,,,,,,,,,,,,,,,,,,
14-05-2025,Paid,3,3,417.6215462,2.3,15,S0940,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0559,1,,,,,,,,,,,,,,,,,,,,,,,
03-06-2025,Paid,4,3,421.3101255,4.7,22,S0941,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0562,1,,,,,,,,,,,,,,,,,,,,,,,
12-06-2025,Paid,4,1,392.6969845,5.9,7,S0942,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0571,1,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Social,4,1,172.4200459,4.6,8,S0943,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0579,1,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Organic,1,1,102.1618755,5.7,14,S0944,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0597,1,,,,,,,,,,,,,,,,,,,,,,,
08-06-2025,Referral,3,2,385.2047928,10,4,S0945,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0604,1,,,,,,,,,,,,,,,,,,,,,,,
09-06-2025,Email,4,2,363.5882485,2.2,12,S0946,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0605,0,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Referral,4,2,115.8200461,7.1,4,S0947,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0612,1,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Referral,4,1,426.0320959,4.6,10,S0948,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0614,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Organic,1,3,278.5514751,2.2,9,S0949,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0622,0,,,,,,,,,,,,,,,,,,,,,,,
02-05-2025,Organic,1,3,403.978749,2.4,19,S0950,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0633,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Organic,2,2,504.0465771,9.5,12,S0951,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0638,1,,,,,,,,,,,,,,,,,,,,,,,
31-05-2025,Paid,3,2,110.1397729,8.9,8,S0952,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0640,0,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Social,2,3,21.29547212,9.2,20,S0953,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0644,0,,,,,,,,,,,,,,,,,,,,,,,
25-04-2025,Paid,3,3,469.670526,9.9,13,S0954,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0651,1,,,,,,,,,,,,,,,,,,,,,,,
05-05-2025,Social,1,2,369.7214808,2.9,17,S0955,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0660,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Social,4,2,422.7873461,4.2,14,S0956,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0661,1,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Referral,2,3,504.5114352,7,9,S0957,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0668,1,,,,,,,,,,,,,,,,,,,,,,,
06-05-2025,Referral,4,1,483.6584515,5.4,23,S0958,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0673,1,,,,,,,,,,,,,,,,,,,,,,,
12-06-2025,Social,2,2,576.9428867,4.8,6,S0959,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0674,1,,,,,,,,,,,,,,,,,,,,,,,
11-05-2025,Social,1,3,326.2016965,4.2,7,S0960,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0676,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Paid,1,3,298.2124233,6.3,2,S0961,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0695,1,,,,,,,,,,,,,,,,,,,,,,,
27-04-2025,Paid,1,3,247.1134479,6.2,14,S0962,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0711,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Referral,2,3,100.6777153,2.5,15,S0963,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0718,1,,,,,,,,,,,,,,,,,,,,,,,
18-05-2025,Organic,3,1,347.8382674,5.2,3,S0964,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0724,1,,,,,,,,,,,,,,,,,,,,,,,
25-05-2025,Social,2,3,173.4373894,6,20,S0965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0732,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Paid,3,2,553.5714322,6.1,5,S0966,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0738,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Referral,2,1,354.0825745,2.9,0,S0967,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0740,1,,,,,,,,,,,,,,,,,,,,,,,
05-05-2025,Paid,2,3,359.7757065,7.7,3,S0968,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0756,1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Social,1,1,219.4055499,1.2,10,S0969,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0767,1,,,,,,,,,,,,,,,,,,,,,,,
08-06-2025,Social,4,2,40.67371767,4.2,11,S0970,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0769,1,,,,,,,,,,,,,,,,,,,,,,,
20-04-2025,Email,4,3,28.72882157,8,4,S0971,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0781,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Organic,3,2,259.7677351,6.1,22,S0972,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0785,1,,,,,,,,,,,,,,,,,,,,,,,
01-05-2025,Email,4,3,59.89357308,3.4,20,S0973,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0793,1,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Referral,2,3,368.0397038,7.3,15,S0974,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0800,0,,,,,,,,,,,,,,,,,,,,,,,
15-05-2025,Paid,2,3,529.7740733,6.1,12,S0975,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0801,1,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Referral,1,3,530.9197417,8.2,12,S0976,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0804,0,,,,,,,,,,,,,,,,,,,,,,,
22-05-2025,Social,1,3,398.836792,7.6,16,S0977,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0805,1,,,,,,,,,,,,,,,,,,,,,,,
17-04-2025,Email,4,1,134.6267806,6.5,6,S0978,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0806,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Email,3,3,519.1681305,5.4,7,S0979,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0808,1,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Email,4,3,532.7951268,2.2,12,S0980,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0811,1,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Referral,4,1,126.0256151,3.4,22,S0981,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0820,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Social,4,1,445.0813906,4.8,15,S0982,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0821,1,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Paid,4,1,179.0465339,6.4,3,S0983,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0824,1,,,,,,,,,,,,,,,,,,,,,,,
24-04-2025,Paid,2,1,483.5577843,5.6,7,S0984,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0826,1,,,,,,,,,,,,,,,,,,,,,,,
24-04-2025,Referral,3,1,598.3703609,3.6,15,S0985,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0837,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Email,2,1,27.71534314,1.1,20,S0986,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0845,1,,,,,,,,,,,,,,,,,,,,,,,
01-05-2025,Organic,3,3,539.4458608,5.5,9,S0987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0847,1,,,,,,,,,,,,,,,,,,,,,,,
05-05-2025,Referral,1,3,377.3520148,3.6,11,S0988,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0852,1,,,,,,,,,,,,,,,,,,,,,,,
28-04-2025,Referral,4,2,584.2957453,7.6,11,S0989,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0853,1,,,,,,,,,,,,,,,,,,,,,,,
23-04-2025,Social,2,3,284.3556153,1.2,4,S0990,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0858,1,,,,,,,,,,,,,,,,,,,,,,,
30-05-2025,Paid,3,3,509.958879,6.3,15,S0991,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0866,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Referral,1,1,46.81250047,9.5,0,S0992,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0872,1,,,,,,,,,,,,,,,,,,,,,,,
04-06-2025,Referral,1,1,207.8146395,2.6,8,S0993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0874,1,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Email,4,3,49.53975727,5.2,11,S0994,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0876,1,,,,,,,,,,,,,,,,,,,,,,,
27-04-2025,Email,3,2,585.4524488,1.8,4,S0995,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0883,0,,,,,,,,,,,,,,,,,,,,,,,
18-04-2025,Organic,2,1,492.0146053,6.6,21,S0996,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0886,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Social,4,3,513.0029785,6,19,S0997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0888,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Organic,2,3,563.3994865,4.7,21,S0998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0891,1,,,,,,,,,,,,,,,,,,,,,,,
24-05-2025,Email,1,2,60.21105681,5.7,23,S0999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0894,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Paid,2,2,237.5025796,9.1,2,S1000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0895,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0896,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0899,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0913,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0919,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0921,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0922,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0926,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0935,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0943,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0953,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0955,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0956,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0959,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0960,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0965,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0969,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0970,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0977,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0982,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0990,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0997,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grand Total,898,,,,,,,,,,,,,,,,,,,,,,,
